'Elapsed time','AECG1','AECG2','AECG3','AECG4'
'seconds','uV','uV','uV','uV'
0.000,-3.300,-6.700,3.000,-3.500
0.001,-3.800,-6.700,3.000,-3.500
0.002,-4.400,-6.800,3.200,-3.500
0.003,-5.000,-6.900,3.200,-3.600
0.004,-5.600,-6.900,3.300,-3.700
0.005,-6.200,-6.900,3.400,-3.900
0.006,-6.800,-7.000,3.400,-4.000
0.007,-7.400,-7.100,3.500,-4.200
0.008,-8.000,-7.200,3.500,-4.300
0.009,-8.600,-7.300,3.500,-4.500
0.010,-9.000,-7.400,3.500,-4.600
0.011,-9.400,-7.500,3.600,-4.800
0.012,-9.800,-7.700,3.600,-5.000
0.013,-10.200,-8.000,3.700,-5.300
0.014,-10.500,-8.300,3.800,-5.700
0.015,-10.800,-8.500,3.900,-6.100
0.016,-11.100,-8.800,4.000,-6.300
0.017,-11.400,-9.000,4.200,-6.500
0.018,-11.600,-9.100,4.300,-6.500
0.019,-11.900,-9.300,4.400,-6.600
0.020,-12.200,-9.400,4.500,-6.600
0.021,-12.600,-9.400,4.600,-6.700
0.022,-12.900,-9.300,4.700,-6.600
0.023,-13.200,-9.100,4.800,-6.400
0.024,-13.500,-8.900,4.900,-5.900
0.025,-13.800,-8.800,5.100,-5.300
0.026,-14.200,-8.500,5.100,-4.700
0.027,-14.600,-8.100,5.200,-4.100
0.028,-15.000,-7.700,5.300,-3.600
0.029,-15.300,-7.200,5.400,-3.200
0.030,-15.500,-6.800,5.500,-2.700
0.031,-15.700,-6.500,5.600,-2.200
0.032,-16.000,-6.300,5.700,-1.900
0.033,-16.300,-6.100,5.800,-1.800
0.034,-16.600,-5.800,5.900,-1.800
0.035,-17.000,-5.600,6.000,-1.800
0.036,-17.300,-5.700,6.200,-1.900
0.037,-17.500,-6.200,6.300,-1.900
0.038,-17.700,-7.100,6.400,-2.100
0.039,-17.900,-8.000,6.500,-2.200
0.040,-18.200,-8.800,6.600,-2.400
0.041,-18.300,-9.400,6.600,-2.600
0.042,-18.500,-9.900,6.700,-2.600
0.043,-18.600,-10.500,6.700,-2.700
0.044,-18.800,-11.200,6.800,-2.900
0.045,-18.900,-11.900,6.800,-3.000
0.046,-18.900,-12.300,6.900,-3.200
0.047,-19.000,-12.600,6.900,-3.300
0.048,-18.900,-12.600,6.900,-3.400
0.049,-18.900,-12.400,6.900,-3.400
0.050,-18.700,-12.200,6.800,-3.300
0.051,-18.600,-11.900,6.600,-3.300
0.052,-18.400,-11.400,6.400,-3.200
0.053,-18.200,-10.700,6.300,-3.300
0.054,-17.900,-9.800,6.100,-3.400
0.055,-17.700,-8.800,5.900,-3.500
0.056,-17.400,-8.000,5.800,-3.600
0.057,-17.100,-7.400,5.600,-3.700
0.058,-16.800,-7.000,5.400,-3.800
0.059,-16.400,-6.600,5.200,-3.800
0.060,-16.100,-6.400,5.000,-4.000
0.061,-15.700,-6.100,4.800,-4.100
0.062,-15.300,-6.000,4.700,-4.300
0.063,-14.900,-6.100,4.500,-4.500
0.064,-14.500,-6.400,4.400,-4.600
0.065,-14.100,-6.900,4.200,-4.800
0.066,-13.600,-7.300,4.100,-5.000
0.067,-13.200,-7.800,4.000,-5.200
0.068,-12.800,-8.300,3.900,-5.300
0.069,-12.400,-8.600,3.800,-5.400
0.070,-12.100,-8.900,3.700,-5.400
0.071,-11.800,-9.100,3.600,-5.300
0.072,-11.600,-9.200,3.500,-5.300
0.073,-11.300,-9.300,3.400,-5.300
0.074,-11.100,-9.300,3.200,-5.200
0.075,-10.900,-9.100,3.100,-5.200
0.076,-10.700,-8.900,3.000,-5.200
0.077,-10.500,-8.600,3.000,-5.100
0.078,-10.300,-8.400,2.900,-4.900
0.079,-10.100,-8.100,2.800,-4.700
0.080,-9.900,-7.800,2.700,-4.400
0.081,-9.800,-7.400,2.500,-4.000
0.082,-9.800,-6.900,2.300,-3.600
0.083,-9.700,-6.300,2.200,-3.200
0.084,-9.700,-5.700,2.100,-2.700
0.085,-9.600,-5.200,2.100,-2.200
0.086,-9.400,-4.800,2.000,-1.700
0.087,-9.200,-4.400,1.900,-1.300
0.088,-9.000,-4.000,1.800,-0.900
0.089,-8.700,-3.600,1.800,-0.600
0.090,-8.300,-3.300,1.700,-0.300
0.091,-7.800,-3.000,1.600,-0.100
0.092,-7.200,-2.800,1.500,0.100
0.093,-6.500,-2.600,1.500,0.200
0.094,-5.900,-2.400,1.400,0.200
0.095,-5.200,-2.300,1.300,0.200
0.096,-4.600,-2.200,1.200,0.000
0.097,-4.000,-2.000,1.100,-0.200
0.098,-3.500,-1.900,0.900,-0.400
0.099,-3.000,-1.700,0.800,-0.500
0.100,-2.500,-1.500,0.600,-0.700
0.101,-2.000,-1.400,0.400,-0.800
0.102,-1.500,-1.300,0.300,-0.900
0.103,-1.000,-1.200,0.200,-1.000
0.104,-0.600,-1.100,0.000,-1.000
0.105,-0.300,-1.000,-0.100,-1.000
0.106,0.100,-0.900,-0.200,-1.000
0.107,0.300,-0.700,-0.300,-1.000
0.108,0.600,-0.400,-0.400,-0.900
0.109,0.800,-0.200,-0.500,-0.900
0.110,1.000,0.100,-0.700,-0.800
0.111,1.200,0.200,-0.700,-0.700
0.112,1.400,0.200,-0.800,-0.600
0.113,1.600,0.100,-0.900,-0.500
0.114,1.800,0.000,-1.000,-0.400
