'Elapsed time','AECG1','AECG2','AECG3','AECG4'
'seconds','uV','uV','uV','uV'
0.000,-7.500,1.500,1.000,6.000
0.001,-7.000,1.500,1.500,5.500
0.002,-7.000,1.500,1.500,5.000
0.003,-6.500,1.500,2.000,5.000
0.004,-6.000,2.000,2.000,5.000
0.005,-5.500,2.500,2.500,5.000
0.006,-4.500,3.000,2.500,5.000
0.007,-4.000,3.000,2.500,5.500
0.008,-4.000,3.000,2.500,5.500
0.009,-3.500,2.500,2.500,5.500
0.010,-3.000,2.500,2.500,5.000
0.011,-2.500,2.000,2.500,4.500
0.012,-2.000,1.500,2.500,4.500
0.013,-1.500,1.500,2.500,4.000
0.014,-1.000,1.500,2.500,4.000
0.015,-0.500,2.000,2.500,3.500
0.016,-0.500,2.000,2.500,3.500
0.017,-0.500,2.000,2.500,3.000
0.018,-0.500,2.500,3.000,3.000
0.019,-0.500,3.000,3.000,3.000
0.020,0.000,3.500,3.500,3.500
0.021,0.000,4.000,3.500,3.500
0.022,0.000,4.500,3.500,3.500
0.023,0.500,4.500,3.000,3.000
0.024,0.500,5.000,2.500,3.000
0.025,0.500,5.000,2.500,2.500
0.026,1.000,5.000,2.000,2.500
0.027,1.000,4.500,2.500,2.500
0.028,1.000,4.000,2.500,2.500
0.029,1.000,3.000,2.500,2.000
0.030,1.000,2.500,2.000,2.000
0.031,1.000,1.500,2.000,2.000
0.032,1.000,1.500,1.500,2.000
0.033,1.000,1.500,1.000,2.000
0.034,1.500,2.000,1.500,2.500
0.035,1.500,2.500,1.500,2.500
0.036,2.000,2.500,1.500,3.000
0.037,2.000,2.500,2.000,2.500
0.038,2.500,2.000,2.000,2.500
0.039,2.500,2.000,2.000,2.000
0.040,2.500,1.500,2.000,1.500
0.041,2.500,1.500,2.000,1.000
0.042,2.500,1.500,2.000,1.000
0.043,2.500,2.000,2.000,0.500
0.044,2.500,2.000,2.000,0.500
0.045,2.500,2.000,2.000,0.500
0.046,2.500,2.000,1.500,0.000
0.047,2.500,1.500,1.500,0.000
